# Directed network: CollegeMsg.txt 
# Nodes: 1899 Edges: 20296
# SrcNId	DstNId	Flt:capacity
424	175	0.100000
431	88	0.030303
432	8	0.016129
429	309	0.024390
431	407	0.307692
431	365	0.037037
242	429	0.151515
424	315	0.055556
51	429	0.030303
310	405	0.130435
263	72	0.013333
63	430	0.083333
398	8	0.032258
378	425	0.333333
388	212	0.111111
342	194	0.041237
56	345	0.142857
56	340	0.166667
334	358	0.041667
433	434	0.500000
350	335	0.200000
350	376	0.190476
435	308	0.012346
435	281	0.025000
372	409	0.071429
372	392	0.218750
350	436	0.333333
434	433	0.500000
372	429	0.242424
32	430	0.166667
372	236	0.034483
44	432	1.000000
62	266	0.454545
391	263	0.054545
391	234	0.040000
357	407	0.153846
286	416	0.250000
74	437	0.020833
68	389	0.017241
395	175	0.025000
204	432	0.400000
30	392	0.093750
400	429	0.272727
400	365	0.185185
236	407	0.307692
400	392	0.281250
400	52	0.065217
236	260	0.020833
236	191	0.088889
306	438	0.200000
392	30	0.066667
323	276	0.100000
323	395	0.333333
400	188	0.500000
400	157	0.166667
439	440	0.150000
407	236	0.103448
396	425	0.222222
400	144	0.031746
400	314	0.080000
400	82	0.333333
400	428	3.000000
124	396	0.243243
441	442	0.375000
51	314	0.080000
400	441	0.400000
400	443	0.250000
400	444	2.000000
400	445	0.307692
400	446	0.500000
396	124	0.111111
447	325	0.103896
260	448	0.037037
379	74	0.166667
407	396	0.054054
396	407	0.153846
260	236	0.103448
289	449	0.227273
447	6	0.081633
69	450	0.666667
29	443	0.250000
429	209	0.071429
429	372	0.060870
451	32	0.014599
451	67	0.016129
321	437	0.104167
124	452	0.125000
297	372	0.095652
211	212	0.031746
357	429	0.060606
357	8	0.032258
357	65	0.200000
132	149	0.058824
453	32	0.007299
302	393	0.019608
425	52	0.021739
289	65	0.400000
357	454	0.018182
323	455	1.000000
323	98	0.555556
317	316	0.093750
456	457	0.333333
368	441	0.200000
323	458	1.000000
389	454	0.018182
41	389	0.965517
74	459	1.000000
176	445	0.076923
274	6	0.122449
41	437	0.083333
44	296	0.085714
140	201	0.200000
274	74	0.023810
274	416	0.250000
172	460	0.076923
389	236	0.448276
372	461	1.000000
460	172	0.076923
274	462	0.095238
302	372	0.008696
62	389	0.017241
176	463	0.111111
303	194	0.030928
236	389	0.206897
41	463	0.111111
19	443	0.625000
19	446	0.500000
103	464	0.714286
297	172	0.038462
447	172	0.038462
465	456	0.348837
447	456	0.023256
466	392	0.062500
398	74	0.119048
389	467	1.000000
286	468	0.045455
398	134	0.333333
398	396	0.027027
398	463	0.111111
164	430	0.083333
134	398	0.024390
398	164	0.142857
263	409	0.142857
469	463	0.472222
140	470	0.166667
19	134	0.166667
463	469	1.777778
398	365	0.074074
398	471	0.250000
321	460	0.307692
398	468	0.090909
38	437	0.041667
472	263	0.054545
41	473	0.333333
357	409	1.428571
263	472	0.250000
357	437	0.020833
409	349	0.043478
19	409	2.571429
38	409	0.142857
212	472	0.375000
474	32	0.094891
474	456	0.023256
474	74	0.166667
357	464	0.142857
475	368	0.058824
263	332	0.117647
424	343	0.060606
357	476	0.250000
317	309	0.024390
477	1	0.280000
357	460	0.025641
357	168	0.166667
263	460	0.025641
19	478	0.500000
38	478	0.500000
38	464	0.142857
6	472	0.125000
263	479	0.022727
480	212	0.015873
212	480	0.700000
479	263	0.018182
212	481	0.113636
368	460	0.051282
321	263	0.018182
321	482	0.019231
460	368	0.019608
483	368	0.333333
359	460	0.076923
460	359	0.375000
398	175	0.050000
6	481	0.159091
481	6	0.183673
277	482	0.076923
392	466	0.300000
277	481	0.113636
19	481	0.022727
372	460	0.153846
274	481	0.090909
321	454	0.254545
372	466	0.300000
368	483	0.222222
423	343	0.030303
423	454	0.036364
484	372	0.069565
321	88	0.030303
321	376	0.190476
357	466	0.100000
398	254	0.030303
321	343	0.030303
274	376	0.047619
357	120	0.083333
460	372	0.034783
398	72	0.026667
321	352	0.047619
321	472	0.125000
321	191	0.022222
423	464	0.142857
131	368	0.058824
321	278	0.047619
357	480	0.100000
372	482	0.326923
277	352	0.095238
309	352	0.095238
321	481	0.045455
485	175	0.025000
398	480	0.100000
321	8	0.016129
321	288	0.115385
172	486	1.000000
193	63	0.239437
321	313	0.142857
321	309	0.048780
321	75	0.181818
321	368	0.117647
321	120	0.083333
423	392	0.062500
479	481	0.045455
321	487	0.300000
321	175	0.025000
481	479	0.045455
321	464	0.142857
308	435	1.000000
172	488	0.142857
321	349	0.043478
297	75	0.272727
479	358	0.083333
321	479	0.022727
321	450	0.333333
321	489	0.250000
140	308	0.024691
321	236	0.068966
317	429	0.030303
321	358	0.083333
321	476	0.250000
483	479	0.045455
479	8	0.032258
475	481	0.022727
51	489	0.250000
51	149	0.058824
321	480	0.400000
317	479	0.068182
321	325	0.012987
51	476	0.250000
321	490	0.500000
321	491	3.000000
321	372	0.008696
321	365	0.185185
321	402	0.086957
51	466	0.100000
321	228	0.041667
321	172	0.038462
321	174	0.071429
263	344	0.250000
51	120	0.083333
492	389	0.017241
493	128	0.015152
494	63	0.084507
492	343	0.030303
494	389	0.293103
128	493	0.500000
9	466	0.200000
447	51	0.060606
9	472	0.125000
9	463	0.027778
9	465	0.500000
424	495	0.032258
9	389	0.120690
9	460	0.025641
494	463	0.027778
447	372	0.017391
228	463	0.027778
494	445	0.076923
209	437	0.020833
494	429	0.121212
400	61	0.045455
209	429	0.030303
400	472	0.125000
400	454	0.072727
263	454	0.018182
400	343	0.030303
409	302	0.042553
400	389	0.017241
263	389	0.017241
466	372	0.017391
368	468	0.045455
263	297	0.144928
468	300	0.100000
475	468	0.500000
466	51	0.030303
475	496	0.444444
479	278	0.047619
297	263	0.236364
103	480	0.100000
497	405	0.173913
405	497	0.375000
103	454	0.036364
389	263	0.018182
103	437	0.083333
498	495	0.903226
355	102	0.476190
497	302	0.021277
344	263	0.036364
498	97	0.013889
194	499	0.500000
194	303	0.105263
53	481	0.045455
496	475	0.037500
194	344	0.125000
496	454	0.036364
62	368	0.058824
194	60	0.100000
297	289	0.050000
1	477	1.625000
321	500	0.333333
62	454	0.145455
194	62	0.250000
501	236	0.758621
62	481	0.113636
321	502	0.081967
62	349	0.043478
62	236	0.137931
309	502	0.049180
6	343	0.030303
502	309	0.073171
194	223	0.250000
6	84	0.066667
379	289	0.100000
62	465	0.500000
62	502	0.081967
263	503	0.066667
221	368	0.019608
502	62	0.111111
503	263	0.018182
392	502	0.049180
334	62	0.055556
502	392	0.125000
181	454	0.327273
321	495	0.048387
334	437	0.041667
321	504	0.047619
181	495	0.322581
181	294	0.071429
220	505	0.333333
220	88	0.060606
128	325	0.038961
128	62	0.138889
62	128	0.015152
60	296	0.028571
70	174	0.071429
70	482	0.038462
398	97	0.013889
289	97	0.097222
453	264	1.000000
342	454	0.036364
209	194	0.010309
321	316	0.093750
321	209	0.071429
348	338	0.076923
321	506	1.000000
321	507	0.200000
321	348	0.333333
344	194	0.010309
32	154	0.052632
431	398	0.024390
431	372	0.034783
431	454	0.054545
405	508	0.250000
508	405	0.043478
41	503	0.066667
358	479	0.022727
509	454	0.654545
372	508	1.250000
194	456	0.116279
372	355	0.062500
176	453	0.250000
508	372	0.017391
454	263	0.018182
211	194	0.030928
454	496	0.111111
454	181	0.894737
68	437	0.020833
391	289	0.100000
263	257	0.076923
454	510	1.000000
456	194	0.041237
448	352	0.047619
350	365	0.111111
69	263	0.018182
296	194	0.134021
53	254	0.030303
325	128	0.030303
44	511	0.125000
447	34	0.050000
19	512	0.250000
299	399	0.166667
513	388	0.366667
513	514	0.054054
465	62	0.083333
440	513	0.036364
422	365	0.074074
263	212	0.015873
422	460	0.025641
101	515	0.125000
453	516	0.200000
474	236	0.068966
517	368	0.039216
517	68	0.031250
517	289	0.075000
379	450	0.333333
465	398	0.536585
379	432	0.400000
432	379	0.100000
181	432	0.200000
368	359	1.250000
359	368	0.196078
474	359	0.625000
517	359	0.125000
9	194	0.020619
194	211	0.050000
32	209	0.071429
518	345	0.142857
19	519	0.500000
520	32	0.007299
493	329	0.100000
400	504	0.285714
521	305	0.166667
273	272	0.050000
389	496	0.111111
273	522	0.333333
523	524	1.000000
469	519	0.250000
520	291	0.363636
520	292	0.500000
44	211	0.100000
214	525	0.280000
41	523	0.081633
477	526	2.500000
32	527	0.100000
457	456	0.023256
9	527	0.166667
9	528	0.142857
302	497	0.125000
441	368	0.019608
209	32	0.007299
447	48	0.062500
62	375	0.038462
12	302	0.021277
51	529	0.333333
51	528	0.285714
51	523	0.040816
51	530	0.500000
456	527	0.100000
456	501	0.428571
363	502	0.016393
389	424	0.500000
400	286	0.875000
357	502	0.180328
400	502	0.065574
12	502	0.016393
103	502	0.032787
41	527	0.133333
41	529	0.333333
41	502	0.508197
176	502	0.147541
62	475	0.025000
357	501	0.142857
501	456	0.069767
103	503	0.066667
475	62	0.055556
398	502	0.065574
502	398	0.073171
62	278	0.047619
526	477	0.250000
483	62	0.083333
209	355	0.125000
456	209	0.035714
467	389	0.017241
172	531	1.000000
103	452	0.125000
482	389	0.155172
193	355	0.562500
474	372	0.017391
103	456	0.023256
193	502	0.065574
502	193	0.076923
41	452	0.125000
482	532	0.076923
357	428	0.333333
38	313	3.571429
532	482	0.019231
228	475	0.012500
67	215	0.250000
67	533	1.000000
67	534	0.125000
67	529	0.333333
67	527	0.033333
67	371	0.037037
67	482	0.019231
67	273	0.200000
67	288	0.269231
67	440	0.050000
67	535	0.333333
67	74	0.047619
67	72	0.133333
67	236	0.034483
67	260	0.020833
67	313	0.142857
67	502	0.016393
67	242	0.026316
67	424	0.250000
67	521	0.500000
67	365	0.037037
67	475	0.225000
389	482	0.192308
241	501	0.571429
38	502	0.950820
241	260	0.020833
74	503	0.066667
233	372	0.017391
38	475	1.225000
67	88	0.030303
297	482	0.173077
355	193	0.179487
355	209	0.035714
38	386	0.090909
509	534	0.125000
501	241	0.500000
517	481	0.068182
41	528	0.142857
38	168	0.166667
214	512	1.000000
41	536	0.020000
398	308	0.123457
41	355	0.125000
469	97	0.013889
41	464	0.285714
342	502	0.163934
393	32	0.007299
537	536	0.040000
143	201	4.200000
400	168	0.333333
400	378	0.034483
456	405	0.043478
352	309	0.073171
143	456	0.046512
456	389	0.017241
282	456	0.139535
257	263	0.018182
19	538	0.441176
539	502	0.016393
422	536	0.100000
475	74	0.023810
75	475	0.150000
308	68	0.031250
475	75	1.272727
140	276	0.100000
422	97	0.013889
308	540	0.156250
308	538	0.029412
236	501	1.142857
41	538	0.029412
236	242	0.026316
68	308	0.012346
539	368	0.058824
536	532	2.076923
532	536	0.460000
191	536	0.040000
536	191	0.044444
532	541	0.250000
532	463	0.083333
368	542	0.053571
542	368	0.019608
513	440	0.100000
522	273	0.200000
97	352	0.095238
97	542	1.089286
144	398	0.097561
542	97	0.902778
325	482	0.269231
542	543	0.545455
128	97	0.013889
325	523	0.061224
543	542	0.089286
145	119	0.272727
325	72	0.026667
540	308	0.074074
119	144	0.015873
325	97	0.361111
97	325	0.298701
74	527	0.066667
74	528	0.142857
74	544	0.041667
74	519	0.250000
74	541	0.250000
68	97	0.027778
97	68	0.062500
482	325	0.129870
325	513	0.072727
513	325	0.025974
41	513	0.036364
481	62	0.027778
542	513	0.036364
513	542	0.035714
68	48	0.020833
325	61	0.045455
542	61	0.045455
513	98	0.111111
325	109	0.041667
72	325	0.025974
513	545	0.058824
546	532	0.153846
546	542	0.089286
546	454	0.163636
546	97	0.027778
547	311	0.033333
325	542	0.196429
542	325	0.155844
542	548	0.500000
548	542	0.071429
325	549	0.285714
549	325	0.077922
545	513	0.018182
321	84	0.066667
321	550	0.500000
321	203	0.200000
321	68	0.125000
321	119	0.181818
321	242	0.105263
289	536	0.040000
536	289	0.050000
537	74	0.023810
212	289	0.200000
389	456	0.023256
76	399	0.333333
76	258	1.000000
285	536	0.020000
536	285	0.058824
509	389	0.189655
509	536	0.060000
41	542	0.017857
375	372	0.008696
536	509	0.024390
19	451	0.142857
41	375	0.076923
291	393	0.039216
551	224	0.100000
551	306	0.042553
551	545	0.058824
551	377	0.090909
36	119	0.454545
103	538	0.088235
103	466	0.100000
552	236	0.034483
103	358	0.208333
51	553	0.166667
103	553	0.166667
103	554	0.200000
103	62	0.083333
447	119	0.636364
103	465	0.125000
204	456	0.255814
103	549	0.047619
423	294	0.071429
9	543	0.181818
509	97	0.013889
97	509	0.024390
509	302	0.234043
555	509	0.024390
119	302	0.063830
302	119	0.181818
204	540	0.031250
456	294	0.071429
456	175	0.025000
456	553	0.500000
379	482	0.019231
103	61	0.045455
236	509	0.024390
62	554	0.400000
103	500	0.333333
509	236	0.241379
509	272	0.400000
103	128	0.075758
62	285	0.117647
61	325	0.012987
61	68	0.031250
103	556	0.500000
61	542	0.017857
398	509	0.024390
302	509	0.024390
204	482	0.326923
204	62	0.055556
532	364	0.500000
557	527	0.033333
97	289	0.100000
535	513	0.018182
557	302	0.574468
302	557	0.821429
393	291	0.181818
294	456	0.023256
260	241	0.166667
214	302	0.042553
393	54	0.333333
302	214	0.047619
95	393	0.019608
302	558	1.000000
36	3	0.121951
302	74	0.047619
389	509	0.146341
389	559	0.250000
1	302	0.063830
325	548	0.083333
325	560	0.043478
560	325	0.012987
553	456	0.046512
553	51	0.030303
242	236	0.034483
19	65	0.400000
527	32	0.014599
527	74	0.047619
527	554	0.200000
554	527	0.033333
252	6	0.061224
41	460	0.076923
204	242	0.026316
74	302	0.021277
209	527	0.033333
527	209	0.035714
252	97	0.055556
97	252	0.086957
481	252	0.239130
252	481	0.250000
103	513	0.018182
266	97	0.027778
41	561	0.062500
97	266	0.090909
283	144	0.047619
193	389	0.172414
389	193	0.230769
525	211	0.400000
525	214	0.333333
525	93	0.200000
51	561	0.031250
367	393	0.019608
283	375	0.076923
283	515	0.125000
51	39	0.142857
286	549	0.047619
549	286	0.125000
103	525	1.280000
214	500	0.333333
325	553	0.166667
555	562	0.500000
456	252	0.086957
252	456	0.093023
357	134	0.500000
456	27	0.025000
456	538	0.029412
389	252	0.239130
398	456	0.046512
357	538	0.029412
38	148	0.333333
398	394	0.060606
563	239	0.222222
38	393	0.019608
38	233	0.035714
214	437	0.020833
214	564	0.250000
494	325	0.012987
51	465	0.125000
539	396	0.081081
483	127	0.050000
561	51	0.151515
41	353	0.026316
523	565	1.000000
456	144	0.015873
119	168	0.083333
41	566	0.111111
567	260	0.020833
168	119	0.090909
567	460	0.025641
568	370	0.142857
297	481	0.022727
252	389	0.120690
313	127	0.050000
19	566	0.333333
539	454	0.072727
539	536	0.100000
41	481	0.022727
9	569	3.423077
9	566	0.333333
370	568	0.333333
398	465	2.000000
538	438	0.066667
517	438	0.133333
517	540	0.031250
75	97	0.013889
83	536	0.060000
277	567	0.047619
83	386	0.090909
538	570	0.090909
193	368	0.039216
119	538	0.029412
308	220	0.037037
363	454	0.109091
495	540	0.218750
404	6	0.040816
336	368	0.078431
540	495	0.096774
48	538	0.500000
538	540	0.250000
540	538	0.235294
538	48	0.375000
454	363	1.333333
538	289	0.125000
289	538	0.147059
48	371	0.037037
321	538	0.058824
321	270	0.200000
308	352	0.047619
308	454	0.036364
454	308	0.024691
336	294	0.071429
38	270	0.200000
204	336	0.500000
144	456	0.023256
9	127	0.200000
73	393	0.019608
308	336	0.500000
73	454	0.018182
336	308	0.012346
73	343	0.060606
73	452	0.125000
392	127	0.100000
336	536	0.080000
308	97	0.013889
97	308	0.012346
392	538	0.029412
38	378	0.068966
571	128	0.181818
571	260	0.020833
128	571	0.625000
440	460	0.025641
172	392	0.031250
405	456	0.023256
481	348	0.333333
546	572	0.333333
62	60	0.200000
6	566	0.111111
536	336	1.000000
456	396	0.027027
551	83	1.500000
204	571	0.125000
289	319	0.055556
27	456	0.023256
308	549	0.047619
321	449	0.090909
316	102	0.285714
540	571	0.125000
449	289	0.075000
456	449	0.136364
551	319	0.055556
449	456	0.046512
551	456	0.186047
365	540	0.156250
540	365	0.148148
551	147	0.428571
199	536	0.120000
277	73	0.064516
8	32	0.058394
517	252	0.021739
289	365	0.074074
365	289	0.025000
70	573	0.100000
41	567	0.095238
325	559	0.250000
204	567	0.095238
233	193	0.692308
233	481	0.045455
574	6	0.020408
212	119	0.181818
456	355	0.062500
266	449	0.045455
302	449	0.090909
6	515	0.125000
127	392	0.062500
127	313	0.071429
102	316	0.093750
69	289	0.025000
69	308	0.024691
398	313	0.214286
575	576	0.043478
103	577	0.500000
474	48	0.020833
283	248	0.333333
578	341	0.025000
549	308	0.012346
418	512	0.250000
418	579	0.333333
418	580	0.666667
563	538	0.029412
249	302	0.085106
60	62	0.083333
212	305	0.833333
581	582	0.181818
551	497	0.125000
363	475	0.037500
422	449	0.090909
549	495	0.016129
553	325	0.012987
302	456	0.023256
214	583	0.269231
583	214	0.476190
481	371	0.037037
456	302	0.021277
214	584	1.000000
475	363	1.333333
252	463	0.305556
495	549	0.047619
495	498	1.288889
495	424	0.500000
204	481	0.068182
495	585	1.000000
372	495	0.193548
372	365	0.037037
12	148	0.666667
372	538	0.088235
586	252	0.065217
440	587	0.125000
440	588	0.250000
6	578	0.500000
586	589	0.333333
440	590	0.048780
475	591	0.250000
591	475	0.012500
586	481	0.295455
19	527	0.200000
396	456	0.023256
38	527	0.066667
422	549	0.047619
297	422	1.041667
396	400	0.119565
38	592	0.136364
422	285	0.176471
285	422	0.083333
38	302	0.021277
272	509	0.121951
27	422	0.166667
103	527	0.033333
586	538	0.088235
586	389	0.051724
193	593	0.214286
463	228	0.041667
321	593	0.071429
143	415	0.076923
51	302	0.021277
302	51	0.030303
34	335	0.100000
463	532	0.230769
463	252	0.195652
34	527	0.033333
317	571	0.125000
74	592	0.136364
583	172	0.038462
357	593	0.071429
266	236	0.034483
83	551	0.250000
308	456	0.023256
308	583	0.076923
583	308	0.037037
308	566	0.111111
12	593	0.214286
447	95	0.134615
571	540	0.031250
12	355	0.062500
552	266	0.090909
62	567	0.142857
555	388	0.133333
555	590	0.146341
308	371	0.037037
212	509	0.024390
212	73	0.032258
538	372	0.008696
300	468	0.045455
266	475	0.062500
475	266	0.363636
19	593	0.642857
44	456	0.046512
325	391	0.153846
325	583	0.076923
321	300	0.300000
321	306	0.021277
321	373	0.083333
594	475	0.037500
520	8	0.048387
594	502	0.032787
131	548	0.083333
583	325	0.064935
368	594	0.333333
289	437	0.020833
289	306	0.021277
282	462	0.333333
371	308	0.012346
95	371	0.074074
593	19	0.074074
569	336	0.250000
204	303	0.210526
274	32	0.007299
73	212	0.015873
62	343	0.030303
220	283	0.031250
309	391	0.038462
341	578	0.250000
567	595	0.137931
62	463	0.083333
595	567	0.190476
343	62	0.055556
594	368	0.078431
343	73	0.032258
463	62	0.055556
343	6	0.020408
504	289	0.075000
51	502	0.016393
289	504	0.142857
371	289	0.025000
41	596	0.027027
371	95	0.019231
12	389	0.327586
103	306	0.042553
12	480	0.200000
12	300	0.200000
103	462	1.000000
289	517	0.071429
103	402	0.130435
104	97	0.027778
289	569	0.038462
36	400	0.021739
97	104	0.200000
12	569	3.115385
569	289	0.025000
212	597	0.125000
12	142	0.310345
596	542	0.035714
19	598	0.034783
12	343	0.575758
542	596	0.027027
36	598	0.008696
103	569	0.038462
176	515	0.250000
372	437	0.312500
542	142	0.034483
567	502	0.032787
103	489	0.250000
289	463	0.055556
569	103	0.018868
103	391	0.038462
542	389	0.172414
36	511	0.125000
463	289	0.025000
502	567	0.047619
514	513	0.036364
103	598	0.060870
372	489	1.000000
289	389	0.034483
90	594	0.066667
423	437	0.020833
389	542	0.160714
599	289	0.625000
542	598	0.121739
389	289	0.050000
598	542	0.321429
372	391	0.115385
41	598	0.078261
289	598	0.052174
289	600	0.250000
409	103	0.018868
567	542	0.053571
409	542	0.053571
596	57	2.000000
567	548	0.083333
542	567	0.142857
482	437	0.020833
489	372	0.017391
596	289	0.025000
289	596	0.027027
567	325	0.025974
569	372	0.365217
103	409	0.214286
423	598	0.069565
325	567	0.095238
324	128	0.030303
514	454	0.018182
368	371	0.074074
368	52	0.043478
368	482	0.057692
368	454	0.036364
289	454	0.054545
172	502	0.016393
57	596	0.189189
102	98	0.444444
437	372	0.034783
289	149	0.294118
368	300	0.200000
447	368	0.039216
19	601	0.333333
212	368	0.254902
372	598	0.008696
317	368	0.058824
368	538	0.029412
372	514	0.027027
149	289	0.100000
482	368	0.039216
9	601	1.250000
502	172	0.038462
567	602	0.800000
602	567	0.047619
371	368	0.019608
596	119	0.272727
306	285	0.058824
36	601	0.333333
514	437	0.020833
98	102	0.095238
398	144	0.047619
325	437	0.020833
586	409	0.071429
306	239	0.111111
437	325	0.012987
9	502	0.016393
263	527	0.066667
9	514	0.135135
368	404	0.222222
9	482	0.038462
527	263	0.036364
567	598	0.008696
283	445	0.461538
12	527	0.666667
368	514	0.108108
9	598	0.365217
9	409	0.714286
368	388	0.066667
514	368	0.058824
514	388	0.100000
567	538	0.088235
445	283	0.156250
372	103	0.056604
176	603	0.333333
372	445	0.153846
19	480	0.100000
598	567	0.047619
598	289	0.100000
372	527	0.166667
598	103	0.047170
520	220	0.037037
12	391	0.115385
144	561	0.031250
6	48	0.020833
538	567	0.047619
368	401	0.500000
368	162	0.285714
368	604	1.000000
69	119	0.181818
69	368	0.019608
605	272	1.200000
454	514	0.027027
454	368	0.039216
454	289	0.050000
555	365	0.037037
555	463	0.055556
605	263	0.327273
555	393	0.019608
103	561	0.062500
103	601	0.250000
561	103	0.084906
41	603	0.133333
350	576	0.043478
6	540	0.093750
388	514	0.108108
569	174	0.428571
594	90	0.037037
350	592	0.136364
495	181	0.947368
350	480	0.100000
569	606	0.833333
